identifier,title,year,publisher,subject,subcollection,pdf_file_id,pdf_filename,pdf_original_path,pdf_export_relpath,ocr_id,ocr_completed_date,ocr_export_relpath,metadata_export_relpath
northwestterrito00hind,"North-west territory : reports of progress : together with a preliminary and general report on the Assiniboine and Saskatchewan exploring expedition, made under instructions from the provincial secretary, Canada",1859,Toronto : Printed by J. Lovell,Assiniboine and Saskatchewan Exploring Expedition (1858); Geology,saskatchewan_1808_1946,3340,northwestterrito00hind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/northwestterrito00hind.pdf,,4180,2025-10-06 06:13:30.579163,ocr/northwestterrito00hind.json,metadata/northwestterrito00hind.json
papersrelativeto00grea_0,"Papers relative to the exploration of the country between Lake Superior and the Red River Settlement : presented to both Houses of Parliament by command of Her Majesty, June 1859",1859,London : Printed by G.E. Eyre and W. Spottiswoode for H. M. Stationery Office,Assiniboine and Saskatchewan Exploring Expedition (1858),saskatchewan_1808_1946,3341,papersrelativeto00grea_0.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/papersrelativeto00grea_0.pdf,,4181,2025-10-06 06:13:30.588602,ocr/papersrelativeto00grea_0.json,metadata/papersrelativeto00grea_0.json
rapportsurlexplo00daws,"Rapport sur l'exploration de la contrée située entre le lac Supérieur et la Colonie de la Rivière Rouge, et entre ce dernier endroit et les rivières Assiniboine et Saskatchewan",1859,"Toronto : John Lovell, imprimeur...",Land settlement,saskatchewan_1808_1946,3342,rapportsurlexplo00daws.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/rapportsurlexplo00daws.pdf,,4182,2025-10-06 06:13:30.594329,ocr/rapportsurlexplo00daws.json,metadata/rapportsurlexplo00daws.json
reportonexplora00offigoog,Report on the exploration of the country between Lake Superior and the Red River settlement : and between the latter place and the Assiniboine and Saskatchewan ,1859,"Toronto : J. Lovell, printer",,saskatchewan_1808_1946,3343,reportonexplora00offigoog.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/reportonexplora00offigoog.pdf,,4183,2025-10-06 06:13:30.602462,ocr/reportonexplora00offigoog.json,metadata/reportonexplora00offigoog.json
attachorsamslic02haligoog,"The attaché, or, Sam Slick in England. Vol. I",1843,London : R. Bentley,sais; jist; thb; arter; slick; afore; agin; critter; hante; kinder; juicy day; good deal; nova scotia; dooden dooden; thb black; public domain; sam slick; lord love; great deal; feel kinder,saskatchewan_1808_1946,3344,attachorsamslic02haligoog_text.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/attachorsamslic02haligoog_text.pdf,,4184,2025-10-06 06:13:30.604165,ocr/attachorsamslic02haligoog.json,metadata/attachorsamslic02haligoog.json
salmagundiorwhi09paulgoog,"Salmagundi, or, The whim-whams and opinions of Launcelot Langstaff, Esq., and others. Vol. I",1850,London : H.G. Bohn,,saskatchewan_1808_1946,3345,salmagundiorwhi09paulgoog_text.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/salmagundiorwhi09paulgoog_text.pdf,,4185,2025-10-06 06:13:30.611537,ocr/salmagundiorwhi09paulgoog.json,metadata/salmagundiorwhi09paulgoog.json
salmagundiorwhi11paulgoog,"Salmagundi, or, The whim-whams and opinions of Launcelot Langstaff, Esq., and others. Vol. I",1850,London : H.G. Bohn,,saskatchewan_1808_1946,3346,salmagundiorwhi11paulgoog_text.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/salmagundiorwhi11paulgoog_text.pdf,,4186,2025-10-06 06:13:30.613926,ocr/salmagundiorwhi11paulgoog.json,metadata/salmagundiorwhi11paulgoog.json
outlinesastrono00hersgoog,Outlines of astronomy,1851,"London : Longman, Brown, Green, and Longmans",Astronomy; Astronomie; Astronomy,saskatchewan_1808_1946,3347,outlinesastrono00hersgoog_text.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/outlinesastrono00hersgoog_text.pdf,,4187,2025-10-06 06:13:30.618088,ocr/outlinesastrono00hersgoog.json,metadata/outlinesastrono00hersgoog.json
outlinesastrono06hersgoog,Outlines of astronomy,1851,"London : Longman, Brown, Green, and Longmans",Astronomy; Astronomie; Astronomy,saskatchewan_1808_1946,3348,outlinesastrono06hersgoog_text.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/outlinesastrono06hersgoog_text.pdf,,4188,2025-10-06 06:13:30.628157,ocr/outlinesastrono06hersgoog.json,metadata/outlinesastrono06hersgoog.json
territoiredunord00hind,"Territoire du Nord-Ouest : rapports de progrès : aussi, un rapport préliminaire et un rapport général sur l'expédition d'exploration de l'Assiniboine et de la Saskatchewan: faite en vertu d'instructions du secrétaire provincial, Canada",1859,"Toronto : J. Lovell, imprimeur",Geology,saskatchewan_1808_1946,3349,territoiredunord00hind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/territoiredunord00hind.pdf,,4189,2025-10-06 06:13:30.632435,ocr/territoiredunord00hind.json,metadata/territoiredunord00hind.json
P000365,"British North America: Reports of progress, together with a preliminary and general report, on the Assinniboine [sic] and Saskatchewan exploring expedition, made under instructions from the Provincial Secretary, Canada: Presented to both houses of Parliament by command of Her Majesty, August 1860",1860,Printed by George Edward Eyre & William Spottiswoode for H.M.S.O. (London),Canada--Politics and government; Discoveries in geography; Découvertes géographiques; Geology; Géologie; Prairie Provinces--Description and travel; 1858,saskatchewan_1808_1946,3350,P000365.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P000365.pdf,,4190,2025-10-06 06:13:30.635916,ocr/P000365.json,metadata/P000365.json
P000404,"Exploration—British North America: Further papers relative to the exploration by the expedition under Captain Palliser of that portion of British North America which lies between the northern branch of the river Saskatchewan and the frontier of the United States, and between the Red River and the Rocky Mountains, and thence to the Pacific Ocean: Presented to both Houses of Parliament by command of Her Majesty, 1860",1860,Printed by G.E. Eyre & William Spottiswoode for Her Majesty's Stationery Office (London),"Explorers, Surveyors and Travellers--Exploration; Explorers, Surveyors and Travellers--Description and Travel--General; Communications--Communications with Red River; Canada--Parliament; Explorers; Explorateurs; Great Britain--Parliament; Palliser, John, 1817-1887; Prairie Provinces--Description and travel; 1860",saskatchewan_1808_1946,3351,P000404.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P000404.pdf,,4191,2025-10-06 06:13:30.637533,ocr/P000404.json,metadata/P000404.json
P000412,"Northwest British America and its relations to the State of Minnesota: A report communicated to the Legislature of Minnesota by Governor Ramsey, March 2d and ordered to be printed",1860,"Newson, Moore, Foster & Co., printers (St. Paul, Minn.)","Explorers, Surveyors and Travellers--Description and Travel--General; Prairie Provinces--Description and travel; Prairie Provinces--Transportation; Trade routes; Routes commerciales; United States--Politics and government; 1860",saskatchewan_1808_1946,3352,P000412.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P000412.pdf,,4192,2025-10-06 06:13:30.638113,ocr/P000412.json,metadata/P000412.json
cihm_18738,"Father Laval, or, The Jesuit missionary [microform] : a tale of the North American Indians",1860,Baltimore : J. Murphy,,saskatchewan_1808_1946,3353,cihm_18738.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_18738.pdf,,4193,2025-10-06 06:13:30.638763,ocr/cihm_18738.json,metadata/cihm_18738.json
cihm_35698,Narrative of the Canadian Red River exploring expedition of 1857 and of the Assinniboine and Saskatchewan exploring expedition of 1858 [microform],1860,"London : Longman, Green, Longman, and Roberts","Canadian Exploring Expeditions, 1857-1858; Indians of North America; Indiens",saskatchewan_1808_1946,3354,cihm_35698.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_35698.pdf,,4194,2025-10-06 06:13:30.640122,ocr/cihm_35698.json,metadata/cihm_35698.json
cihm_35699,Narrative of the Canadian Red River exploring expedition of 1857 and of the Assinniboine and Saskatchewan exploring expedition of 1858 [microform],1860,"London : Longman, Green, Longman, and Roberts","Canadian Exploring Expeditions, 1857-1858",saskatchewan_1808_1946,3355,cihm_35699.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_35699.pdf,,4195,2025-10-06 06:13:30.642840,ocr/cihm_35699.json,metadata/cihm_35699.json
narrativecanadi00hindgoog,Narrative of the Canadian Red River Exploring Expedition of 1857 and of the Assinniboine and Saskatchewan Exploring Expedition of 1858,1860,"London : Longman, Green, Longman and Roberts","Assinniboine & Saskatchewan Exploring Expedition (1858); Assinniboine & Saskatchewan Exploring Expedition (1858); Geology -- Northwest, Canadian; Indians of North America -- Canada; Discoveries in geography; Geology; Indians of North America; Travel; Northwest, Canadian -- Description and travel; Manitoba -- Description and travel; Red River Valley (Minn. and N.D.-Man.) -- Description and travel; Assiniboine River (Sask. and Man.) -- Description and travel; Saskatchewan River (Sask. and Man.) -- Description and travel; Canada -- Discovery and exploration; Nord-Ouest canadien -- Descriptions et voyages; Canada; Canada -- Assiniboine River; Canada -- Canadian Northwest; Canada -- Saskatchewan River; Manitoba; North America -- Red River Valley (Minnesota and North Dakota and Manitoba)",saskatchewan_1808_1946,3358,narrativecanadi00hindgoog.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativecanadi00hindgoog.pdf,,4196,2025-10-06 06:13:30.645592,ocr/narrativecanadi00hindgoog.json,metadata/narrativecanadi00hindgoog.json
narrativecanadi00hindgoog,Narrative of the Canadian Red River Exploring Expedition of 1857 and of the Assinniboine and Saskatchewan Exploring Expedition of 1858,1860,"London : Longman, Green, Longman and Roberts","Assinniboine & Saskatchewan Exploring Expedition (1858); Assinniboine & Saskatchewan Exploring Expedition (1858); Geology -- Northwest, Canadian; Indians of North America -- Canada; Discoveries in geography; Geology; Indians of North America; Travel; Northwest, Canadian -- Description and travel; Manitoba -- Description and travel; Red River Valley (Minn. and N.D.-Man.) -- Description and travel; Assiniboine River (Sask. and Man.) -- Description and travel; Saskatchewan River (Sask. and Man.) -- Description and travel; Canada -- Discovery and exploration; Nord-Ouest canadien -- Descriptions et voyages; Canada; Canada -- Assiniboine River; Canada -- Canadian Northwest; Canada -- Saskatchewan River; Manitoba; North America -- Red River Valley (Minnesota and North Dakota and Manitoba)",saskatchewan_1808_1946,3359,narrativecanadi00hindgoog_text.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativecanadi00hindgoog_text.pdf,,4197,2025-10-06 06:13:30.648239,ocr/narrativecanadi00hindgoog.json,metadata/narrativecanadi00hindgoog.json
narrativeofcanad01hind,"Narrative of the Canadian Red river exploring expedition of 1857, and of the Assinniboine and Saskatchewan exploring expedition of 1858",1860,"London, Longman, Green, Longman and Roberts","Geology -- Northwest, Canadian; Indians of North America -- Canada; Assiniboine River (Sask. and Man.); Manitoba -- Description and travel; Canada -- Discovery and exploration; Saskatchewan River; Northwest, Canadian -- Description and travel",saskatchewan_1808_1946,3360,narrativeofcanad01hind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad01hind.pdf,,4198,2025-10-06 06:13:30.653662,ocr/narrativeofcanad01hind.json,metadata/narrativeofcanad01hind.json
narrativeofcanad01hind,"Narrative of the Canadian Red river exploring expedition of 1857, and of the Assinniboine and Saskatchewan exploring expedition of 1858",1860,"London, Longman, Green, Longman and Roberts","Geology -- Northwest, Canadian; Indians of North America -- Canada; Assiniboine River (Sask. and Man.); Manitoba -- Description and travel; Canada -- Discovery and exploration; Saskatchewan River; Northwest, Canadian -- Description and travel",saskatchewan_1808_1946,3361,narrativeofcanad01hind_bw.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad01hind_bw.pdf,,4199,2025-10-06 06:13:30.656379,ocr/narrativeofcanad01hind.json,metadata/narrativeofcanad01hind.json
narrativeofcanad01hind_0,"Narrative of the Canadian Red River exploring expedition of 1857, and of the Assinniboine and Saskatchewan exploring expedition of 1858",1860,"London : Longman, Green, Longman, and Roberts",Indians of North America; Geology,saskatchewan_1808_1946,3362,narrativeofcanad01hind_0.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad01hind_0.pdf,,4200,2025-10-06 06:13:30.659150,ocr/narrativeofcanad01hind_0.json,metadata/narrativeofcanad01hind_0.json
narrativeofcanad01hind_1,"Narrative of the Canadian Red River exploring expedition of 1857, and of the Assinniboine and Saskatchewan exploring expedition of 1858",1860,"London : Longman, Green, Longman, and Roberts",Indians of North America; Geology,saskatchewan_1808_1946,3363,narrativeofcanad01hind_1.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad01hind_1.pdf,,4201,2025-10-06 06:13:30.662140,ocr/narrativeofcanad01hind_1.json,metadata/narrativeofcanad01hind_1.json
narrativeofcanad02hind,"Narrative of the Canadian Red river exploring expedition of 1857, and of the Assinniboine and Saskatchewan exploring expedition of 1858",1860,"London, Longman, Green, Longman and Roberts","Geology -- Northwest, Canadian; Indians of North America -- Canada; Assiniboine River (Sask. and Man.); Manitoba -- Description and travel; Canada -- Discovery and exploration; Saskatchewan River; Northwest, Canadian -- Description and travel",saskatchewan_1808_1946,3364,narrativeofcanad02hind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad02hind.pdf,,4202,2025-10-06 06:13:30.664946,ocr/narrativeofcanad02hind.json,metadata/narrativeofcanad02hind.json
narrativeofcanad02inhind,Narrative of the Canadian Red river exploring expedition of 1857 : and of the Assinniboine and Saskatchewan exploring expedition of 1858,1860,"London : Longman, Green, Longman and Roberts",Geology; Indians of North America,saskatchewan_1808_1946,3367,narrativeofcanad02inhind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad02inhind.pdf,,4203,2025-10-06 06:13:30.667636,ocr/narrativeofcanad02inhind.json,metadata/narrativeofcanad02inhind.json
narrativeofcanad02inhind,Narrative of the Canadian Red river exploring expedition of 1857 : and of the Assinniboine and Saskatchewan exploring expedition of 1858,1860,"London : Longman, Green, Longman and Roberts",Geology; Indians of North America,saskatchewan_1808_1946,3368,narrativeofcanad02inhind_bw.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad02inhind_bw.pdf,,4204,2025-10-06 06:13:30.670401,ocr/narrativeofcanad02inhind.json,metadata/narrativeofcanad02inhind.json
narrativeofcanad11860hind,Narrative of the Canadian Red River Exploring Expedition of 1857 : and of the Assinniboine and Saskatchewan Exploring Expedition of 1858,1860,"London : Longman, Green, Longman, and Roberts","Hind, Henry Youle, 1823-1908; Assinniboine & Saskatchewan Exploring Expedition (1858); Geology; Indians of North America",saskatchewan_1808_1946,3369,narrativeofcanad11860hind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad11860hind.pdf,,4205,2025-10-06 06:13:30.672943,ocr/narrativeofcanad11860hind.json,metadata/narrativeofcanad11860hind.json
narrativeofcanad11860hind,Narrative of the Canadian Red River Exploring Expedition of 1857 : and of the Assinniboine and Saskatchewan Exploring Expedition of 1858,1860,"London : Longman, Green, Longman, and Roberts","Hind, Henry Youle, 1823-1908; Assinniboine & Saskatchewan Exploring Expedition (1858); Geology; Indians of North America",saskatchewan_1808_1946,3370,narrativeofcanad11860hind_bw.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad11860hind_bw.pdf,,4206,2025-10-06 06:13:30.678520,ocr/narrativeofcanad11860hind.json,metadata/narrativeofcanad11860hind.json
narrativeofcanad21860hind,Narrative of the Canadian Red River Exploring Expedition of 1857 : and of the Assinniboine and Saskatchewan Exploring Expedition of 1858,1860,"London : Longman, Green, Longman, and Roberts","Hind, Henry Youle, 1823-1908; Assinniboine & Saskatchewan Exploring Expedition (1858); Geology; Indians of North America",saskatchewan_1808_1946,3371,narrativeofcanad21860hind.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad21860hind.pdf,,4207,2025-10-06 06:13:30.681119,ocr/narrativeofcanad21860hind.json,metadata/narrativeofcanad21860hind.json
narrativeofcanad21860hind,Narrative of the Canadian Red River Exploring Expedition of 1857 : and of the Assinniboine and Saskatchewan Exploring Expedition of 1858,1860,"London : Longman, Green, Longman, and Roberts","Hind, Henry Youle, 1823-1908; Assinniboine & Saskatchewan Exploring Expedition (1858); Geology; Indians of North America",saskatchewan_1808_1946,3372,narrativeofcanad21860hind_bw.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/narrativeofcanad21860hind_bw.pdf,,4208,2025-10-06 06:13:30.683825,ocr/narrativeofcanad21860hind.json,metadata/narrativeofcanad21860hind.json
biostor-90664,"Narrative of the Canadian Red River Exploring expedition of 1857, and of the Assinniboine and Saskatchewan Exploring expedition of 1858. By Henry Youle Hind, M.A., F.R.G.S. 2 vols. 8vo. Longmans: London, 1860",1861,,,saskatchewan_1808_1946,3373,biostor-90664.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/biostor-90664.pdf,,4209,2025-10-06 06:13:30.684404,ocr/biostor-90664.json,metadata/biostor-90664.json
P000427,A sketch of an overland route to British Columbia,1862,W.C. Chewett & Co. (Toronto),Communications--Pacific Railway; Advertising; Publicité; Canada--Transportation; Discoveries in geography; Découvertes géographiques; Prairie Provinces--Description and travel; Trade routes; Routes commerciales; 1862,saskatchewan_1808_1946,3376,P000427.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P000427.pdf,,4210,2025-10-06 06:13:30.685016,ocr/P000427.json,metadata/P000427.json
P007451,"Mgr Grandin à Mgr De Mazenod: Montréal, le 1er juin 1860",1862,Typographie veuve Marius Olive (Marseille),"Grandin, Vital Justin, 1829-1902; le--la-Crosse, Saskatchewan; Mazenod, Charles-Joseph-Eugne de, 1782-1861; Montral, Qubec; Île-à-la-Crosse, Saskatchewan; Montréal, Québec; 1860",saskatchewan_1808_1946,3377,P007451.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P007451.pdf,,4211,2025-10-06 06:13:30.685217,ocr/P007451.json,metadata/P007451.json
cihm_22975,"Relations between the United States and Northwest British America [microform] : letter from the secretary of the Treasury, in answer to a resolution of the House of 20th May last on the subject of relation[s] with Northwest British America, ""particularly the central districts of [t] he Red River of the North and the Saskatchewan""",1862,[Washington? : s.n.,,saskatchewan_1808_1946,3378,cihm_22975.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_22975.pdf,,4212,2025-10-06 06:13:30.685941,ocr/cihm_22975.json,metadata/cihm_22975.json
jstor-1799310,A Visit to Red River and the Saskatchewan,1862,Proceedings of the Royal Geographical Society of London,,saskatchewan_1808_1946,3380,1799310.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/1799310.pdf,,4213,2025-10-06 06:13:30.686148,ocr/jstor-1799310.json,metadata/jstor-1799310.json
P009550,"Journal de Mgr Grandin: sur le lac du Boeuf, le 4 juin 1861 [et] Mission de la Visitation, Grand-Portage la Loche, lundi 10 juin [1861]",1863,Typographie Hennuyer et fils (Paris),"Grand-Portage la Loche, Saskatchewan; Grandin, Vital Justin, 1829-1902; le la Crosse, Saskatchewan; La Loche, Saskatchewan; Red River Missions; Île à la Crosse, Saskatchewan; La Loche, Saskatchewan; Red River Missions; Grand-Portage la Loche, Saskatchewan; 1861",saskatchewan_1808_1946,3381,P009550.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P009550.pdf,,4214,2025-10-06 06:13:30.686228,ocr/P009550.json,metadata/P009550.json
P007471,[Nouvelles du R.P. Vandenberghe],1864,Typographie Hennuyer et fils (Paris),"Red River Missions; Saskatchewan; Vandenberghe, Florent, 1826-1882; Red River Missions; Saskatchewan; 1864",saskatchewan_1808_1946,3385,P007471.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P007471.pdf,,4215,2025-10-06 06:13:30.686273,ocr/P007471.json,metadata/P007471.json
jstor-2338592,On the Commercial Progress and Resources of Central British America; the Lake Winnipeg and Saskatchewan Districts,1864,Journal of the Statistical Society of London,,saskatchewan_1808_1946,3386,2338592.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/2338592.pdf,,4216,2025-10-06 06:13:30.686443,ocr/jstor-2338592.json,metadata/jstor-2338592.json
palozoicfossils21bill,Palæozoic fossils.,1865,Montreal : Dawson Bros.,Paleontology; Paleontology; Fossils,saskatchewan_1808_1946,3394,palozoicfossils21bill.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/palozoicfossils21bill.pdf,,4217,2025-10-06 06:13:30.688192,ocr/palozoicfossils21bill.json,metadata/palozoicfossils21bill.json
palozoicfossils21bill,Palæozoic fossils.,1865,Montreal : Dawson Bros.,Paleontology; Paleontology; Fossils,saskatchewan_1808_1946,3395,palozoicfossils21bill_bw.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/palozoicfossils21bill_bw.pdf,,4218,2025-10-06 06:13:30.689285,ocr/palozoicfossils21bill.json,metadata/palozoicfossils21bill.json
P001321,"Reform, race, and revenge: The rise and progress of the Riel movement in Quebec and Ontario",1866,[s.n.] ([Toronto]?),"Rebellions and Regimental Histories--Saskatchewan Rebellion; Political campaigns; Campagnes électorales; Riel Rebellion, 1885--History; Riel, Rébellion de, 1885--Histoire; 1885",saskatchewan_1808_1946,3396,P001321.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P001321.pdf,,4219,2025-10-06 06:13:30.689564,ocr/P001321.json,metadata/P001321.json
cihm_24828,A discussion of the general principles involved in the construction and action of the isometrical truss bridge [microform],1867,Philadelphia : T.E. Zell,Isometrical Truss Bridge Company; Isometrical Truss Bridge Company; Railroad bridges; Trusses; Chemins de fer; Fermes (Construction),saskatchewan_1808_1946,3400,cihm_24828.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_24828.pdf,,4220,2025-10-06 06:13:30.689748,ocr/cihm_24828.json,metadata/cihm_24828.json
cihm_25145,"Census of the United States and territories and of British America [microform] : giving the population by counties and districts, together with the cities and principal towns : copied from the latest official census of both countries",1867,New York : American News,Census; Demography; Recensement; Démographie,saskatchewan_1808_1946,3401,cihm_25145.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_25145.pdf,,4221,2025-10-06 06:13:30.690447,ocr/cihm_25145.json,metadata/cihm_25145.json
cihm_25146,"A charge delivered to the clergy of Newfoundland, June 25, 1866, and printed at their request [microform]",1867,London : Rivingtons,Church of England; Church of England; Church of England; Church of England,saskatchewan_1808_1946,3402,cihm_25146.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_25146.pdf,,4222,2025-10-06 06:13:30.690877,ocr/cihm_25146.json,metadata/cihm_25146.json
cihm_27156,Contre-poison [microforme] : la Confédération : c'est le salut du Bas-Canada : il faut se défier des ennemis de la Confédération,1867,[Montréal? : s.n.],,saskatchewan_1808_1946,3403,cihm_27156.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/cihm_27156.pdf,,4223,2025-10-06 06:13:30.691503,ocr/cihm_27156.json,metadata/cihm_27156.json
P007493,Faits Divers,1868,Typographie Hennuyer et fils (Paris),Missions--Saskatchewan; Missions--Saskatchewan; Saskatchewan; Vicariate of Saskatchewan; Vicariate of Saskatchewan; Saskatchewan; 1868,saskatchewan_1808_1946,3404,P007493.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P007493.pdf,,4224,2025-10-06 06:13:30.691642,ocr/P007493.json,metadata/P007493.json
P007494,Missions du vicariat de la Saskatchewan,1868,Typographie Hennuyer et fils (Paris),Missions--Saskatchewan; Missions--Saskatchewan; Saskatchewan; Vicariate of Saskatchewan; Vicariate of Saskatchewan; Saskatchewan; 1866,saskatchewan_1808_1946,3405,P007494.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P007494.pdf,,4225,2025-10-06 06:13:30.691709,ocr/P007494.json,metadata/P007494.json
P009543,"Lettre du R.P. Rémas au T. R. P. Général: Missions de Sainte-Anne, le 25 novembre 1806",1868,Typographie Hennuyer et fils (Paris),Missions--Saskatchewan; Missions--Saskatchewan; Saskatchewan; Vicariate of Saskatchewan; Vicariate of Saskatchewan; Saskatchewan; 1866,saskatchewan_1808_1946,3406,P009543.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P009543.pdf,,4226,2025-10-06 06:13:30.691785,ocr/P009543.json,metadata/P009543.json
P009547,"Lettre du R. P. Lacombe au T. R. P. Supérieur Générale: Mission de Saint-Alberta, fête de l'Epiphanie, 6 janvier 1866",1868,Typographie Hennuyer et fils (Paris),"Sisksika Indians--History; Pieds-Noirs (Indiens)--Histoire; Sisksika language; Pied-Noir (Langue indienne d'Amérique); Cree language; Cri (Langue); Indians of North America--Missions--Alberta; Indiens d'Amérique--Missions--Alberta; St. Albert, Alberta; Vicariate of Saskatchewan; St. Albert, Alberta; Vicariate of Saskatchewan; 1866",saskatchewan_1808_1946,3407,P009547.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P009547.pdf,,4227,2025-10-06 06:13:30.692011,ocr/P009547.json,metadata/P009547.json
P009549,"Lettre du même au T. R. P. Supérieur Générale: Mission Saint-Paul-des-Cris, sur la Saskatchawan [Saskatchewan], Jour de Pâques, 31 mars 1866",1868,Typographie Hennuyer et fils (Paris),"Cree Indians--History; Cris (Indiens)--Histoire; Indians of North America--Missions--Alberta; Indiens d'Amérique--Missions--Alberta; Lacombe, Albert, 1827-1916; Saint-Paul-des-Cris, Alberta; St. Paul, Alberta; Vicariate of Saskatchewan; St. Paul, Alberta; Vicariate of Saskatchewan; Saint-Paul-des-Cris, Alberta; 1866",saskatchewan_1808_1946,3408,P009549.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P009549.pdf,,4228,2025-10-06 06:13:30.692135,ocr/P009549.json,metadata/P009549.json
P009551,"Mission de Saint-Jean-Baptiste: Lettre du R. P. Caer au Très-Révérend Père Supérieur Général: Mission de Saint-Jean-Baptiste, Île à la Crosse, 1er janvier 1866",1868,Typographie Hennuyer et fils (Paris),"Caer, Jean-Marie; Chipewyan Indians--History; Chippewyan (Indiens)--Histoire; Cree Indians--History; Cris (Indiens)--Histoire; Ile--la-Crosse, Saskatchewan; Indians of North America--Missions--Saskatchewan; Indiens d'Amérique--Missions--Saskatchewan; Vicariate of Saskatchewan; Vicariate of Saskatchewan; Ile-à-la-Crosse, Saskatchewan; 1866",saskatchewan_1808_1946,3409,P009551.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P009551.pdf,,4229,2025-10-06 06:13:30.692202,ocr/P009551.json,metadata/P009551.json
P000518,"The pathway of safety: Translated by the Rev. John Mackay, into the language of Cree Indians, of the diocese of Rupert's Land, North-West America",1869,"[Church Missionary Society, printed by William Mavor Watts] ([London])",Indians of North America--Languages; Langues indiennes d'Amérique--Amérique du Nord; Religious literature; Littérature religieuse; 1869,saskatchewan_1808_1946,3410,P000518.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P000518.pdf,,4230,2025-10-06 06:13:30.693309,ocr/P000518.json,metadata/P000518.json
P007502,"Mission de Saint-Jean-Baptiste: lettre du R.P. Caer au Très-Révérend Père Supérieur Général, (suite et fin)",1869,Typographie Hennuyer et fils (Paris),"Car, Jean-Marie, 1836-????; Chipewyan Indians--Missions; Chippewyan (Indiens)--Missions; Cree Indians--Missions; Cris (Indiens)--Missions; Mission of Saint-Jean-Baptiste; Vicariate of Saskatchewan; Mission of Saint-Jean-Baptiste; Vicariate of Siskatchewan; 1866",saskatchewan_1808_1946,3411,P007502.pdf,/home/jic823/projects/def-jic823/pdfs_sask_test/P007502.pdf,,4231,2025-10-06 06:13:30.694405,ocr/P007502.json,metadata/P007502.json
